"Местное время в Ульяновске / Центральном (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.07.2021 07:00";"18.9";"755.0";"";"";"59";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"13.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"08.07.2021 04:00";"13.7";"755.0";"";"";"66";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.07.2021 01:00";"15.5";"755.0";"";"";"57";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2021 22:00";"19.0";"755.0";"";"";"47";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2021 19:00";"26.0";"755.0";"";"";"26";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"";"26.9";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"07.07.2021 16:00";"26.6";"755.0";"";"";"26";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2021 13:00";"25.4";"755.0";"";"";"26";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2021 10:00";"23.4";"755.0";"";"";"37";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2021 07:00";"17.3";"754.0";"";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"13.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"07.07.2021 04:00";"13.6";"754.0";"";"";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.07.2021 01:00";"15.5";"753.0";"";"";"71";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2021 22:00";"19.3";"752.0";"";"";"55";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2021 19:00";"25.3";"751.0";"";"";"29";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"26.1";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"06.07.2021 16:00";"25.6";"751.0";"";"";"29";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2021 13:00";"23.9";"751.0";"";"";"37";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2021 10:00";"21.3";"751.0";"";"";"46";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2021 07:00";"17.1";"751.0";"";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"06.07.2021 04:00";"13.6";"750.0";"";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2021 01:00";"19.2";"750.0";"";"";"41";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2021 22:00";"20.7";"750.0";"";"";"42";"Ветер, дующий с северо-востока";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2021 19:00";"22.9";"749.0";"";"";"41";"Ветер, дующий с северо-востока";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"24.1";"";"";"";"";"";"10.0";"";"0.5";"12";"";"";"";"";
"05.07.2021 16:00";"23.7";"749.0";"";"";"40";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2021 13:00";"21.4";"749.0";"";"";"58";"Ветер, дующий с северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2021 10:00";"16.3";"749.0";"";"";"92";"Ветер, дующий с севера";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2021 07:00";"15.4";"748.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"14.7";"";"";"";"";"";"";"4.0";"";"Следы осадков";"12";"";"";"";"";
"05.07.2021 04:00";"15.2";"748.0";"";"";"86";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.07.2021 01:00";"15.8";"748.0";"";"";"80";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2021 22:00";"18.0";"747.0";"";"";"79";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.07.2021 19:00";"20.5";"747.0";"";"";"64";"Ветер, дующий с севера";"1";"";"";"60%.";" ";"";"";"";"24.9";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"04.07.2021 16:00";"24.6";"746.0";"";"";"48";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2021 13:00";"26.5";"745.0";"";"";"47";"Ветер, дующий с северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2021 10:00";"24.7";"745.0";"";"";"58";"Ветер, дующий с севера";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2021 07:00";"18.6";"745.0";"";"";"92";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.07.2021 04:00";"16.0";"745.0";"";"";"94";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.07.2021 01:00";"17.4";"744.0";"";"";"91";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2021 22:00";"19.8";"745.0";"";"";"84";"Штиль, безветрие";"0";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2021 19:00";"23.5";"744.0";"";"";"65";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"27.0";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"02.07.2021 16:00";"23.6";"744.0";"";"";"61";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2021 13:00";"25.7";"744.0";"";"";"49";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2021 10:00";"22.7";"745.0";"";"";"70";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2021 07:00";"17.3";"745.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"14.9";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"02.07.2021 04:00";"15.2";"745.0";"";"";"96";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.07.2021 01:00";"16.3";"745.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2021 22:00";"19.0";"745.0";"";"";"80";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2021 19:00";"23.8";"745.0";"";"";"59";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"26.2";"";"";"";"";"";"10.0";"";"8.0";"12";"";"";"";"";
"01.07.2021 16:00";"20.4";"746.0";"";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2021 13:00";"24.9";"745.0";"";"";"64";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2021 10:00";"19.5";"745.0";"";"";"92";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2021 07:00";"17.6";"745.0";"";"";"97";"Ветер, дующий с юго-запада";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"15.7";"";"";"";"";"";"";"0.5";"";"0.5";"12";"";"";"";"";
"01.07.2021 04:00";"16.6";"745.0";"";"";"97";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.07.2021 01:00";"16.6";"745.0";"";"";"96";"Ветер, дующий с юго-востока";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2021 22:00";"18.2";"746.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2021 19:00";"19.0";"745.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"30.2";"";"";"";"";"";"10.0";"";"12.0";"12";"";"";"";"";
"30.06.2021 16:00";"22.6";"746.0";"";"";"75";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2021 13:00";"28.4";"746.0";"";"";"46";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2021 10:00";"26.5";"746.0";"";"";"61";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2021 07:00";"21.5";"745.0";"";"";"84";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"18.2";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"30.06.2021 04:00";"18.8";"744.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.06.2021 01:00";"20.3";"742.0";"";"";"89";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2021 22:00";"27.1";"742.0";"";"";"58";"Ветер, дующий с юга";"2";"";"";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2021 19:00";"30.4";"743.0";"";"";"46";"Штиль, безветрие";"0";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"35.0";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"29.06.2021 16:00";"33.1";"745.0";"";"";"36";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2021 13:00";"32.0";"746.0";"";"";"44";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2021 10:00";"27.5";"746.0";"";"";"58";"Ветер, дующий с юго-востока";"3";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2021 07:00";"24.4";"746.0";"";"";"68";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"21.5";"";"";"";"";"";"";"10.0";"";"0.8";"12";"";"";"";"";
"29.06.2021 04:00";"24.9";"748.0";"";"";"61";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.06.2021 01:00";"26.4";"746.0";"";"";"55";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2021 22:00";"28.0";"747.0";"";"";"52";"Ветер, дующий с юго-востока";"1";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2021 19:00";"32.8";"747.0";"";"";"38";"Ветер, дующий с юго-востока";"2";"";"";"60%.";" ";"";"";"";"34.1";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"28.06.2021 16:00";"34.0";"748.0";"";"";"32";"Ветер, дующий с юго-востока";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2021 13:00";"33.9";"749.0";"";"";"32";"Ветер, дующий с юго-востока";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2021 10:00";"30.1";"749.0";"";"";"41";"Ветер, дующий с юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2021 07:00";"23.5";"749.0";"";"";"69";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"28.06.2021 04:00";"19.3";"750.0";"";"";"89";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.06.2021 01:00";"20.5";"749.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2021 22:00";"24.0";"749.0";"";"";"58";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2021 19:00";"26.3";"749.0";"";"";"51";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"33.2";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"27.06.2021 16:00";"31.4";"749.0";"";"";"37";"Ветер, дующий с северо-запада";"1";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2021 13:00";"32.5";"749.0";"";"";"36";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.06.2021 10:00";"28.0";"750.0";"";"";"52";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2021 19:00";"31.0";"748.0";"";"";"39";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"35.2";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"26.06.2021 16:00";"31.9";"749.0";"";"";"41";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2021 13:00";"33.9";"749.0";"";"";"29";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2021 10:00";"31.0";"750.0";"";"";"42";"Ветер, дующий с северо-запада";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2021 07:00";"24.6";"750.0";"";"";"70";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"20.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"26.06.2021 04:00";"20.4";"750.0";"";"";"79";"Ветер, дующий с юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.06.2021 01:00";"24.0";"750.0";"";"";"65";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
